X,Y
2.955,4.391
3.053,5.72
2.284,2.587
2.263,5.865
1.904,5.972
1.341,6.576
2.604,4.817
1.943,7.679
3.091,5.289
2.592,4.076
2.114,3.553
1.613,2.595
0.811,3.473
2.745,4.635
3.628,6.8
1.367,3.746
1.092,3.718
1.895,5.955
0.996,3.906
0.945,3.875
0.944,1.365
3.309,5.336
1.435,7.327
-0.002,3.719
1.54,6.865
2.669,7.907
3.119,4.911
1.796,3.431
2.493,5.2
2.025,3.813
3.572,3.063
2.45,4.806
3.571,4.808
1.139,3.583
1.849,5.192
3.924,6.038
1.468,4.528
2.015,4.557
0.478,5.393
2.499,3.443
2.576,5.462
2.946,7.076
3.369,5.802
1.238,5.523
0.482,5.227
1.253,5.542
1.57,3.943
-0.525,8.767
0.998,6.146
0.85,4.524
1.866,-0.382
1.275,6.619
1.805,6.679
2.723,5.42
1.248,5.207
2.477,5.907
3.078,2.828
0.989,4.3
3.002,1.912
0.861,3.96
2.69,4.587
1.3,3.645
1.316,5.535
2.188,7.164
3.057,1.797
2.019,7.736
2.637,5.655
1.188,5.186
1.366,4.743
0.454,4.688
2.401,5.622
1.833,2.622
3.835,8.037
1.45,3.824
1.291,8.499
2.59,5.864
1.43,6.704
1.832,5.916
1.826,5.835
2.754,3.17
2.956,7.402
2.116,5.883
1.622,4.443
2.284,6.105
2.072,6.112
4.728,4.799
1.345,3.236
2.009,5.317
2.501,5.433
1.804,4.527
0.433,4.421
2.916,4.382
0.24,1.357
2.948,4.969
2.787,5.727
2.486,7.945
0.853,2.965
3.008,6.744
2.354,4.188
3.754,7.393
2.251,3.348
1.386,6.907
3.713,7.517
3.258,5.167
1.566,7.477
1.296,3.861
1.313,2.262
1.378,5.382
1.775,4.477
2.193,6.163
2.015,4.952
1.92,4.314
1.597,3.684
0.998,4.963
1.246,2.416
2.502,5.318
2.278,2.339
2.109,6.206
1.79,3.314
1.2,8.439
1.468,6.454
2.824,5.271
3.251,5.689
2.003,6.804
2.5,5.388
1.51,5.573
2.053,2.235
0.5,5.299
-0.401,5.314
4.207,5.689
0.945,5.01
1.043,4.803
2.131,7.151
2.355,6.293
1.8,4.284
1.862,4.499
1.891,4.974
0.731,6.246
3.43,6.694
1.856,4.476
1.943,7.731
1.664,4.703
2.691,2.664
0.286,2.307
2.333,6.97
2.459,8.23
2.554,4.025
1.218,5.658
1.646,3.067
2.021,6.199
1.662,9.707
0.368,6.826
1.838,6.559
2.01,3.348
2.498,2.705
2.489,5.207
0.526,3.262
2.877,2.089
1.396,4.35
3.209,3.355
3.21,5.841
2.293,3.718
2.326,4.05
-0.065,3.48
0.605,-1.029
1.55,4.274
4.106,4.978
2.41,6.825
3.564,5.157
1.384,5.186
0.601,8.181
2.529,7.306
1.759,4.251
-0.2,4.265
3.299,5.212
1.929,6.18
3.241,4.152
0.985,2.298
1.544,5.357
0.52,2.904
1.047,1.965
2.936,4.437
2.836,5.405
1.202,2.93
1.782,7.04
2.514,5.936
3.745,2.899
2.857,6.45
1.803,7.991
1.127,4.229
3.286,4.889
2.341,5.89
1.72,5.203
3.003,6.286
3.572,4.845
1.141,3.548
1.893,2.351
1.234,2.159
1.684,3.125
2.323,2.613
1.647,3.741
3.495,3.569
1.891,7.333
0.586,2.945
1.952,6.554
0.547,4.906
2.974,9.749
2.756,3.732
1.627,2.666
1.434,5.667
1.67,7.055
1.216,4.339
1.815,3.213
3.741,4.791
2.253,2.2
0.877,6.631
1.145,6.647
-0.11,3.21
2.026,4.987
2.87,7.467
1.971,3.932
1.753,4.676
1.901,4.691
1.203,3.328
0.018,3.148
1.198,1.807
1.013,2.493
2.271,5.222
2.118,3.667
1.673,5.824
2.395,5.886
1.529,1.585
2.1,6.192
1.476,2.932
1.935,3.31
1.16,5.125
2.044,6.178
1.818,6.624
2.093,8.009
2.887,2.503
1.875,4.318
-0.217,4.169
3.758,5.716
1.291,6.435
3.742,3.98
3.576,5.462
2.018,4.846
2.316,2.233
0.991,3.74
1.27,2.948
2.425,7.774
0.637,5.678
1.757,6.505
1.376,6.564
0.068,3.867
2.855,2.208
0.561,7.271
2.482,4.756
1.718,7.323
1.669,1.641
2.851,4.349
1.085,5.364
1.173,4.65
1.565,6.045
3.046,6.41
0.949,3.768
2.462,4.118
2.784,6.26
2.53,4.161
1.254,6.521
2.988,4.876
3.304,7.543
0.855,5.791
2.68,6.475
2.712,4.611
1.754,3.794
3.841,5.689
0.192,5.099
1.387,4.847
2.085,6.634
1.824,2.429
0.805,4.003
2.327,4.827
1.383,6.988
3.395,5.167
1.6,6.056
1.956,6.022
2.075,3.522
1.491,6.898
0.335,7.108
3.692,8.66
1.429,4.669
1.713,4.219
1.265,4.683
0.721,1.499
0.66,4.907
-0.426,6.147
2.632,5.126
3.104,7.549
1.665,5.108
2.31,7.954
1.136,5.602
2.512,3.391
2.566,4.239
1.996,4.363
1.624,6.291
0.795,5.246
0.861,5.963
0.547,3.977
2.781,9.543
-0.367,5.799
1.882,2.77
3.138,2.55
0.85,4.432
3.113,4.877
3.292,6.291
1.451,7.434
1.529,5.885
1.604,0.827
1.492,3.451
2.604,4.118
2.441,6.076
2.38,9.108
1.186,1.82
2.737,6.697
1.624,5.095
3.83,2.787
1.76,3.87
1.46,4.049
2.1,6.653
2.836,5.021
0.918,4.59
0.726,7.937
1.464,5.556
3.575,6.639
3.786,4.586
0.532,1.775
2.533,7.754
1.699,8.455
2.357,6.503
1.839,2.838
2.837,3.993
2.552,5.681
0.522,2.931
3.08,7.333
2.423,6.752
-0.108,5.684
2.02,4.007
0.996,3.838
2.139,6.324
2.155,5.725
1.339,4.784
0.702,2.427
2.209,3.814
0.656,4.673
3.926,8.198
2.195,4.54
0.651,6.155
1.639,3.134
-0.13,5.599
3.174,5.593
1.026,2.971
2.,5.081
1.228,5.425
3.756,6.924
1.824,0.961
2.448,5.731
1.266,6.151
2.278,3.899
0.297,4.794
-0.426,0.831
2.289,5.768
1.843,5.653
3.459,7.208
0.837,2.872
2.642,4.08
1.855,5.546
1.958,3.653
2.684,3.969
1.856,5.574
1.095,3.659
3.408,2.991
0.874,5.211
0.644,4.399
1.719,4.927
1.813,6.843
2.608,5.176
3.079,5.715
2.438,6.615
1.264,7.231
1.412,4.088
1.156,1.572
1.815,5.862
3.14,4.018
1.717,6.485
2.037,8.41
1.897,6.217
1.47,8.844
0.516,4.338
2.597,6.452
3.029,3.407
3.805,6.155
0.487,8.421
2.161,7.229
2.125,5.675
0.687,4.418
2.107,3.56
2.651,7.77
3.556,5.606
2.788,5.26
2.118,7.361
1.647,8.07
1.121,5.985
2.441,6.773
1.348,5.011
2.143,4.849
1.879,7.984
2.016,3.491
1.107,1.675
0.482,3.804
2.086,4.112
0.817,4.482
1.966,4.176
1.624,3.487
1.817,4.85
1.812,6.104
3.628,0.722
2.567,7.317
3.029,6.408
1.241,3.531
1.129,6.618
0.835,6.772
2.458,5.059
0.653,2.871
1.886,4.933
2.074,4.013
1.705,2.666
1.895,2.978
1.813,2.627
0.512,4.756
2.253,5.685
3.799,5.419
1.748,2.683
2.32,6.19
1.859,5.493
2.311,7.048
2.204,7.048
1.22,6.224
2.999,5.299
2.1,4.041
2.047,4.947
1.948,3.775
2.045,5.624
1.583,3.833
0.828,2.551
2.622,7.647
2.098,5.546
3.07,5.775
1.134,5.912
1.158,4.645
2.968,4.542
1.342,7.891
3.344,8.837
0.68,6.305
1.934,6.499
2.221,4.464
2.002,5.442
2.784,6.961
2.056,6.346
2.072,7.201
1.856,4.637
1.887,4.88
2.417,5.873
1.281,8.861
1.169,6.687
2.316,4.54
2.359,6.892
2.123,4.816
1.604,5.039
4.007,7.897
1.003,3.369
3.355,6.423
2.401,6.379
1.375,5.889
1.907,5.638
3.082,6.291
0.672,6.223
2.207,4.095
2.518,5.947
0.326,5.288
1.542,3.597
1.636,4.263
1.691,6.744
1.785,5.046
2.47,5.655
1.377,4.703
2.898,4.478
1.607,6.707
1.12,1.52
1.802,6.856
2.228,6.137
2.105,4.029
3.511,6.251
-0.98,3.329
2.025,5.287
3.533,6.469
3.899,2.757
3.356,2.486
1.173,3.362
-0.643,7.621
2.117,5.128
3.271,6.142
1.82,3.292
-0.744,4.094
1.498,9.764
3.144,5.065
0.552,3.
3.906,2.717
2.359,5.525
1.652,6.075
0.421,4.161
1.783,3.532
1.608,6.775
0.538,7.889
0.967,3.984
-0.979,3.909
2.733,6.808
1.188,4.963
3.483,3.519
1.23,4.613
2.202,5.875
1.351,3.264
2.006,6.061
0.546,6.105
2.112,7.39
1.767,3.916
2.831,5.229
2.196,2.915
3.048,3.869
0.579,2.608
1.643,7.785
1.736,7.46
3.679,6.399
1.416,7.321
1.1,4.803
0.903,5.13
1.388,4.625
2.752,4.668
1.843,3.272
0.922,5.347
0.96,2.329
1.117,4.621
1.053,4.12
2.171,5.787
2.487,1.595
2.797,3.693
3.133,5.974
2.612,2.253
0.859,5.002
0.95,6.321
3.28,6.392
1.987,3.951
3.705,7.056
0.786,7.224
2.443,7.641
2.566,4.541
2.728,5.434
2.556,4.309
2.65,7.136
-0.367,2.483
2.664,4.414
3.327,7.16
2.065,1.985
1.077,2.5
0.592,6.246
3.198,5.675
4.406,3.399
2.61,6.471
2.715,7.277
2.607,6.476
2.443,4.818
2.483,3.528
-0.294,3.634
3.587,3.221
0.774,5.051
3.208,5.941
1.934,4.11
0.859,3.106
3.181,4.39
1.993,6.678
1.973,4.214
3.704,3.625
3.02,6.207
1.299,5.69
4.039,4.985
2.004,2.736
-0.485,6.527
1.814,3.359
1.899,5.743
2.738,6.158
2.623,5.66
2.794,6.589
3.551,7.576
1.544,3.896
0.294,3.042
1.383,5.506
1.453,5.166
2.834,1.945
2.165,7.427
1.773,6.324
1.879,6.904
2.294,3.596
3.285,3.165
2.38,4.635
3.282,5.956
2.207,3.67
1.592,5.632
2.019,6.6
2.442,5.69
3.255,6.154
3.235,7.697
2.9,2.962
1.824,3.438
2.698,7.22
2.451,4.823
0.736,2.771
2.2,7.713
2.099,4.671
2.771,3.199
2.542,3.643
1.462,5.977
0.894,5.456
1.44,8.607
3.917,3.914
2.501,4.859
2.386,5.034
1.436,4.915
0.861,6.929
1.614,3.55
1.202,8.699
2.273,5.323
1.267,6.596
0.776,3.22
2.73,5.922
2.345,6.223
0.601,3.529
2.109,2.749
2.387,7.117
1.138,4.887
2.659,8.268
1.591,5.382
1.171,7.149
2.233,7.216
2.207,3.551
1.489,2.689
1.045,7.085
2.38,7.028
1.069,4.473
3.024,6.276
1.395,4.016
0.777,5.698
1.079,4.713
2.13,4.906
0.392,1.908
2.849,7.793
2.067,7.436
3.363,7.934
2.091,5.015
1.83,5.416
1.803,3.299
0.836,2.293
1.517,6.291
2.698,8.376
0.874,5.879
0.702,4.699
2.202,4.194
1.526,2.587
2.375,8.603
0.845,0.447
2.366,2.897
1.743,5.916
2.953,4.626
1.751,6.427
1.537,4.054
3.601,6.259
2.471,4.638
1.073,3.461
1.328,6.891
2.88,5.989
1.747,4.809
2.81,4.038
0.922,4.947
2.434,5.702
1.543,5.316
1.665,4.799
1.124,3.224
2.838,6.587
1.972,5.852
1.79,4.357
0.256,4.239
1.554,6.073
1.772,4.225
0.794,5.251
2.051,5.731
1.025,4.997
1.637,3.272
2.898,8.056
2.17,7.444
2.314,3.368
2.264,3.363
0.085,2.05
0.468,2.974
2.834,6.015
1.019,2.172
1.596,4.706
0.448,5.804
0.953,3.247
1.767,3.126
1.466,3.123
0.519,3.862
0.937,1.949
2.826,9.339
2.776,4.183
1.272,4.451
3.113,5.404
1.433,5.059
2.103,7.866
0.055,1.919
2.662,4.928
2.352,5.059
2.912,4.875
2.832,5.305
2.233,5.615
1.33,2.336
2.923,4.435
1.497,6.963
2.331,2.774
-0.325,3.455
2.187,2.866
1.429,4.018
2.978,5.421
2.319,4.527
3.534,4.524
1.1,3.302
1.658,6.725
0.709,3.395
1.364,2.983
3.852,3.755
1.256,6.803
2.865,8.2
3.228,6.263
3.27,3.497
1.46,3.453
1.282,7.284
3.47,7.899
1.472,6.701
3.211,3.498
2.078,3.835
1.237,4.142
0.913,5.979
1.449,5.8
3.463,5.714
0.159,3.872
1.686,2.836
1.22,4.095
1.241,3.027
1.945,3.57
2.65,6.224
0.388,0.79
2.535,4.418
0.669,6.177
1.893,3.136
0.472,5.122
1.805,4.474
3.818,3.303
2.204,1.724
1.845,4.445
2.693,4.18
-0.286,3.768
1.685,1.08
1.095,4.578
1.152,5.578
2.925,7.186
5.046,5.952
4.053,7.292
1.08,1.671
1.716,5.25
4.176,9.628
1.097,5.419
4.001,5.068
2.813,1.522
3.181,5.946
0.932,1.106
0.858,4.686
1.25,4.998
2.411,2.901
1.751,6.386
2.173,5.66
3.033,3.453
3.017,4.873
3.734,4.649
1.551,4.069
3.784,7.323
2.268,6.109
1.464,6.318
2.623,6.566
1.309,1.773
4.153,7.492
3.074,5.542
1.485,7.419
2.107,5.455
2.877,3.464
2.839,3.063
2.255,6.289
3.128,5.375
0.713,2.155
2.487,3.592
0.512,6.151
1.231,4.839
2.924,5.131
2.491,6.543
1.479,4.858
1.58,2.352
1.794,4.651
1.116,5.567
2.145,5.642
1.491,5.066
1.052,4.624
0.238,4.145
0.546,5.719
3.539,6.591
1.12,6.759
2.62,3.83
1.236,6.089
2.015,8.532
2.507,5.005
1.749,8.408
1.807,3.387
3.762,7.758
3.606,8.147
0.941,5.327
1.661,4.938
3.979,7.804
-0.416,3.559
1.745,3.428
1.191,7.266
1.713,6.706
1.768,3.016
0.756,6.
1.468,7.683
1.382,4.364
1.102,3.734
2.421,5.494
2.945,7.646
1.577,7.989
1.143,5.109
1.7,5.805
2.178,2.938
0.976,4.339
1.362,4.529
1.694,4.621
1.989,3.293
3.593,4.47
1.918,4.2
2.228,6.21
1.869,6.229
1.055,7.05
1.434,4.871
1.614,2.709
-0.239,6.255
3.746,7.129
1.945,3.233
1.306,3.772
2.03,3.969
3.241,2.446
3.25,7.762
1.293,3.276
1.991,9.165
2.607,5.043
0.249,7.884
1.007,5.876
1.815,3.486
1.925,3.424
2.486,5.805
3.515,6.504
0.007,2.759
2.682,4.574
3.421,6.546
3.89,5.543
1.829,4.179
2.829,5.459
2.981,6.025
1.897,2.871
2.038,5.781
2.843,6.737
2.722,4.947
3.252,6.728
3.205,5.26
2.301,4.115
2.548,5.277
1.977,5.904
1.301,6.979
0.588,3.094
1.917,3.717
1.486,3.498
0.337,3.956
1.864,5.302
2.149,1.859
1.84,5.795
2.295,5.817
0.338,5.85
3.107,7.235
3.332,3.943
3.078,4.822
1.522,4.486
3.817,2.935
0.587,4.307
2.559,3.403
2.199,5.425
2.635,6.061
2.047,3.043
1.794,5.548
2.074,3.507
1.445,5.615
1.818,3.677
1.918,6.354
0.419,4.804
2.229,1.583
0.3,6.397
3.054,4.375
2.191,5.411
1.334,3.219
2.113,2.148
0.881,2.591
3.09,5.929
1.143,3.484
0.716,1.318
1.591,8.014
1.34,5.184
1.395,5.816
1.81,6.709
1.115,6.322
2.323,4.895
0.796,2.915
1.778,9.755
3.421,2.769
4.505,0.447
0.753,5.22
1.772,5.809
1.704,2.679
0.707,3.903
0.366,1.076
2.277,2.556
1.18,6.285
1.62,3.795
2.638,6.596
0.979,5.526
2.56,4.336
0.488,2.514
1.997,5.419
2.123,5.764
1.945,2.994
1.752,4.384
1.217,4.025
1.833,4.118
3.374,6.594
3.144,1.423
2.433,6.171
1.028,3.686
1.121,2.482
4.124,4.534
1.524,2.87
-0.584,6.335
3.086,1.986
1.053,3.199
2.665,5.768
2.752,6.062
0.763,4.431
2.75,2.774
2.053,3.975
1.996,5.725
0.778,3.539
2.59,2.936
1.716,7.253
1.692,2.054
3.521,5.886
1.816,6.234
2.105,2.779
2.244,7.256
0.264,5.046
0.665,7.608
3.49,6.85
1.651,2.024
2.231,8.858
1.173,4.239
2.587,5.198
0.931,3.852
2.985,6.876
2.189,6.277
1.642,5.773
1.423,5.409
2.817,5.33
2.093,5.917
2.177,6.456
2.545,7.111
3.181,5.777
1.769,5.492
2.005,6.098
3.37,3.597
4.361,5.032
1.282,3.207
2.083,4.824
1.46,7.347
2.825,4.987
1.969,3.687
2.53,2.874
2.117,5.67
2.227,3.552
1.567,4.984
1.053,6.557
3.091,9.042
4.589,4.444
3.388,8.928
2.91,4.28
0.806,4.102
3.338,8.624
1.323,4.679
2.833,5.869
2.888,6.965
0.999,5.712
2.646,3.664
2.852,4.011
1.647,7.315
2.346,4.648
2.996,6.229
4.089,6.129
3.564,6.2
1.905,7.289
3.705,4.796
3.221,5.814
0.943,2.1
2.436,5.197
0.221,5.63
2.364,4.949
1.565,4.14
1.629,4.737
3.305,4.201
3.565,6.268
1.358,3.517
1.68,4.096
2.149,6.089
2.464,8.655
2.71,5.146
3.934,5.75
1.259,7.223
0.823,4.792
2.68,3.808
2.786,7.289
1.358,3.612
2.87,4.028
0.024,3.799
2.578,6.476
3.831,5.323
3.369,6.649
0.557,4.364
3.164,5.825
-0.37,6.697
2.661,3.492
1.942,4.859
1.624,4.587
1.578,7.827
2.281,6.823
2.178,4.719
0.822,3.611
2.067,2.524
-0.217,8.308
3.371,6.928
0.68,3.617
2.099,3.464
2.191,6.716
1.849,7.094
2.344,3.744
2.269,5.105
3.347,4.742
1.096,3.154
2.35,3.907
2.616,8.146
1.767,6.475
3.428,2.364
2.614,7.009
1.937,4.959
0.135,6.598
3.763,3.899
2.153,6.829
1.428,1.947
2.167,3.812
3.01,6.857
1.677,5.057
1.712,7.974
2.74,6.208
1.357,6.098
2.283,2.32
0.749,5.497
2.492,4.926
0.951,4.099
2.04,2.539
0.9,7.011
2.462,7.653
0.58,5.92
1.923,4.303
3.307,5.374
1.953,4.356
1.613,4.492
1.324,8.019
2.313,5.773
3.485,4.715
1.563,4.317
0.169,1.701
-0.064,3.269
0.617,2.629
1.084,8.311
1.815,4.217
0.698,6.93
1.763,6.499
3.175,2.371
3.63,5.478
3.697,2.938
1.302,3.646
1.753,2.73
1.62,4.229
3.162,3.944
3.5,4.657
3.181,6.945
2.178,4.473
1.536,1.978
1.635,3.709
0.458,3.843
2.523,6.703
1.809,4.547
3.192,4.023
0.325,3.318
2.456,8.084
1.896,5.283
3.276,4.659
0.533,3.997
1.012,4.213
-0.117,4.365
1.136,3.172
-0.085,3.167
2.111,3.558
1.083,5.136
1.01,4.081
4.261,3.788
3.231,6.089
0.005,3.777
1.363,1.916
1.765,8.298
1.492,6.1
3.305,5.964
1.452,5.105
-0.137,5.705
3.746,5.058
3.395,6.667
3.086,3.102
2.742,6.671
-0.225,2.221
1.248,2.73
4.005,3.792
2.872,9.065
0.788,3.532
2.804,5.74
4.17,7.127
2.211,3.416
2.113,3.541
3.463,6.958
1.891,2.372
1.545,1.94
0.041,1.742
2.978,2.126
1.482,4.557
2.499,4.569
2.559,6.298
0.539,4.038
2.461,5.216
0.468,4.145
-0.453,3.635
2.92,5.588
0.867,4.329
1.817,5.404
1.63,4.136
2.474,5.924
1.914,6.904
0.761,2.762
0.384,6.766
1.428,8.815
1.764,2.695
3.55,4.816
1.52,6.355
0.575,4.056
0.24,5.071
0.531,5.989
2.422,5.901
2.224,7.667
0.495,5.744
3.826,7.015
1.432,5.128
2.449,4.236
0.144,5.447
1.451,4.418
1.605,6.788
2.5,4.441
1.983,6.901
0.728,3.864
2.047,5.164
2.103,6.414
2.698,3.887
1.682,5.847
0.751,5.287
1.923,3.171
1.472,0.974
1.808,4.509
1.855,5.406
2.598,6.534
1.951,7.138
1.595,7.485
3.983,3.512
1.821,5.809
2.994,5.706
3.659,6.805
-0.133,2.935
1.73,3.79
2.773,2.976
3.336,6.617
1.257,5.781
3.199,5.729
-0.009,4.241
1.815,5.043
2.468,3.985
2.03,2.411
0.904,3.06
1.566,4.535
1.894,2.182
1.839,4.737
-0.083,8.318
1.602,1.55
2.239,4.689
0.896,4.47
1.681,3.376
1.366,7.221
0.93,3.284
3.813,6.249
2.156,3.124
2.118,4.799
2.839,5.109
1.579,7.047
3.253,8.021
2.654,4.784
2.212,6.502
0.722,4.707
2.34,3.885
2.42,3.704
2.552,3.06
1.155,5.626
2.421,4.108
0.152,2.82
0.937,4.754
2.537,3.23
2.475,1.862
2.026,4.686
2.,4.594
1.673,6.036
1.448,4.112
-0.33,3.422
2.149,7.41
1.297,2.499
2.385,2.862
0.674,3.22
1.527,3.185
2.732,7.067
0.496,7.202
0.655,1.397
2.44,2.595
2.016,4.164
2.48,6.509
0.908,3.716
0.723,3.013
1.874,3.542
2.842,5.98
1.722,3.969
1.067,4.269
0.717,4.093
0.714,3.496
3.709,5.72
1.707,3.38
0.594,6.689
-0.655,4.093
3.315,3.008
2.683,4.844
2.574,4.706
2.205,1.346
2.732,5.031
2.018,3.99
0.133,7.069
3.225,2.296
1.526,6.78
0.978,6.911
1.626,2.356
1.3,5.64
0.271,5.324
1.501,6.3
2.059,7.396
2.225,2.221
1.431,5.004
1.951,3.73
3.676,7.012
1.84,2.934
1.755,3.77
2.302,4.829
2.404,4.152
3.608,6.359
0.453,7.066
2.985,7.243
2.242,6.929
3.438,7.228
4.218,4.965
2.144,6.396
2.73,5.945
1.645,2.752
2.635,5.131
1.658,5.206
1.523,7.11
3.31,4.164
2.054,4.54
1.848,5.741
0.362,4.848
2.816,4.952
2.648,8.002
0.153,5.072
2.462,4.36
2.069,3.098
0.308,5.787
2.897,5.179
1.968,5.514
0.005,7.592
4.534,8.062
1.522,5.797
2.533,5.042
1.331,3.145
3.274,3.064
3.492,6.336
1.515,9.035
3.015,4.52
1.826,3.44
1.928,5.838
1.949,6.162
3.737,3.317
4.97,6.002
1.278,6.997
1.99,5.17
0.456,4.746
2.174,0.22
3.903,1.489
0.319,1.621
2.479,4.851
3.087,9.041
1.148,8.514
0.775,6.779
3.605,4.133
3.853,5.017
1.96,3.393
1.332,4.586
2.258,5.134
5.116,5.655
0.32,3.861
3.192,3.821
2.16,2.193
2.339,5.666
2.596,3.615
1.614,4.476
0.456,5.574
0.791,5.988
1.403,3.038
1.577,4.949
0.749,6.341
2.056,5.5
1.58,5.996
2.481,5.498
0.547,4.509
0.883,4.629
1.937,6.803
3.578,2.793
1.077,3.384
0.07,7.191
0.936,5.756
4.421,4.151
2.931,3.228
3.436,7.383
2.738,7.153
0.638,4.463
2.058,3.434
-0.143,5.931
2.831,7.051
1.659,3.203
1.541,4.002
2.902,5.869
2.774,4.716
3.709,5.896
1.74,4.777
0.833,3.29
4.14,5.371
1.766,3.723
2.306,4.076
1.284,5.359
2.703,4.622
2.269,7.397
2.05,5.295
3.381,5.711
2.799,4.296
2.378,6.543
1.784,5.771
1.363,5.843
2.088,4.88
3.134,4.931
3.268,3.023
1.565,3.092
2.546,5.123
4.994,4.327
0.109,2.997
2.518,2.925
3.167,4.022
2.085,4.582
1.958,5.873
1.44,6.526
1.9,3.944
1.825,3.799
1.933,5.355
0.829,3.117
2.954,6.763
0.207,6.75
1.06,5.782
2.394,4.942
3.195,5.888
1.591,4.833
3.397,8.375
1.206,5.051
1.342,3.084
2.966,1.429
2.798,5.997
1.191,3.302
0.891,5.332
0.471,3.845
2.415,2.764
1.553,4.408
2.16,6.638
2.54,3.71
0.989,4.757
0.83,5.633
-0.729,4.049
2.303,3.877
1.72,2.894
1.64,3.477
0.71,5.347
2.02,5.305
2.525,2.701
3.781,3.739
3.221,8.343
1.301,4.751
0.855,5.254
1.85,4.474
2.998,8.211
3.374,6.287
2.225,4.278
1.563,2.705
1.666,4.69
1.36,3.194
4.553,7.158
1.88,6.014
4.01,3.808
1.913,4.599
0.894,5.826
1.892,7.115
1.56,7.636
1.839,7.814
0.319,5.844
1.972,4.387
2.735,2.907
1.807,4.376
3.18,3.084
1.001,5.859
1.688,6.05
2.35,3.603
-0.3,4.063
2.297,3.541
1.889,5.471
1.954,3.354
2.57,7.993
2.587,7.451
4.673,7.47
2.063,6.591
1.727,2.188
2.708,4.883
0.693,6.016
1.814,6.084
1.941,6.578
2.76,4.152
3.719,3.204
1.661,0.345
1.337,2.023
2.88,2.881
0.737,4.43
2.34,5.755
1.733,0.906
1.006,5.526
0.576,1.641
3.164,6.141
2.548,6.099
2.589,3.494
1.351,3.398
2.104,5.162
1.901,4.576
2.207,8.303
2.116,7.357
1.584,3.772
1.778,5.1
1.932,6.703
2.231,5.107
1.043,4.335
1.162,4.735
1.179,4.822
2.258,2.917
1.204,4.639
0.134,2.53
0.542,2.149
1.578,1.928
3.954,6.235
2.892,4.342
3.685,6.256
0.978,7.354
2.433,3.365
1.446,7.553
1.315,5.599
3.557,4.486
1.368,4.837
2.875,4.307
1.531,4.486
1.114,3.786
1.867,7.217
2.761,3.209
1.468,3.695
3.088,6.601
0.561,0.967
2.154,2.303
2.025,4.642
3.427,6.878
2.891,4.003
0.786,2.567
2.245,3.741
2.262,6.759
2.897,6.386
0.804,3.851
2.427,4.196
3.295,2.672
1.83,4.715
1.23,2.345
1.445,5.273
0.334,6.312
1.193,6.206
2.792,6.467
3.245,5.975
2.324,5.536
1.236,5.082
2.186,6.265
3.297,6.837
2.592,5.682
1.231,4.319
2.785,1.688
2.588,8.866
2.812,6.443
2.244,3.983
1.768,4.674
1.426,6.702
1.134,4.489
1.547,2.258
1.261,4.505
2.809,4.99
1.894,3.148
0.627,2.024
2.287,3.487
1.479,0.398
3.545,3.45
2.924,3.397
1.57,5.047
1.146,4.318
2.707,2.307
1.362,4.998
2.164,5.161
1.884,8.376
1.764,3.487
3.643,6.941
3.096,5.4
3.786,4.509
1.935,5.409
1.882,3.446
0.935,8.065
4.634,5.618
2.123,5.252
2.156,7.018
2.838,5.967
1.635,5.652
0.898,7.082
3.635,8.014
1.664,3.405
1.675,5.639
1.629,6.314
2.692,5.213
3.979,6.331
2.221,2.597
2.569,4.937
1.813,2.858
2.501,2.259
2.185,4.432
1.205,6.805
2.063,7.924
0.109,2.043
1.315,3.87
1.001,3.298
1.365,6.376
1.779,1.64
1.801,3.42
3.417,5.621
1.102,2.447
0.681,3.449
3.436,8.708
3.714,7.872
2.22,6.251
2.51,6.797
1.956,4.799
2.003,4.906
1.974,8.104
2.557,4.95
3.604,4.777
0.636,3.533
2.827,5.095
1.949,4.705
4.351,8.977
2.064,6.193
2.264,4.553
3.093,4.423
3.063,7.269
2.989,4.571
0.564,5.839
1.719,5.34
2.097,2.489
2.863,0.824
2.742,3.294
2.559,3.888
2.548,7.707
2.706,2.158
0.262,8.498
3.113,2.839
0.919,4.177
0.86,4.748
3.538,3.921
1.141,5.553
1.507,4.663
2.319,-0.304
2.642,5.632
1.388,3.514
1.798,4.814
3.929,8.723
3.058,4.064
1.384,3.09
2.438,5.04
1.81,4.286
2.564,3.649
2.188,4.516
0.59,3.723
2.124,4.269
2.037,4.043
0.007,3.378
4.138,8.225
2.173,5.147
1.363,6.828
1.784,4.537
1.537,3.106
2.588,2.737
2.768,4.535
4.201,2.857
1.812,5.516
0.862,4.746
0.636,3.253
2.08,7.907
1.899,6.967
0.466,1.331
2.376,6.565
4.472,3.858
1.303,6.834
-0.148,3.899
2.394,6.437
1.532,3.01
4.092,6.078
-0.279,4.502
3.736,4.764
2.965,5.929
0.813,3.232
2.048,4.109
2.801,5.515
2.973,8.188
1.606,5.338
1.115,2.461
2.185,5.087
1.117,2.626
2.646,5.067
1.2,2.439
1.658,4.961
1.544,2.612
1.555,1.422
0.054,5.879
3.071,4.044
2.933,5.374
3.561,4.646
1.747,5.698
0.752,3.38
0.994,3.975
2.099,6.021
1.655,7.397
1.466,4.341
1.905,1.362
1.892,3.206
0.756,5.104
2.226,3.744
2.966,4.034
1.969,4.31
3.295,5.313
1.769,4.554
1.669,4.75
2.225,5.951
2.011,6.884
2.587,2.809
1.792,7.481
2.357,2.737
1.118,6.541
1.482,5.784
4.168,6.455
